ID,Cell,Case,Class,AngleCh1,AngleStatusCh1,AreaCh1,AreaStatusCh1,AvgIntenCh1,AvgIntenCh2,AvgIntenCh3,AvgIntenCh4,AvgIntenStatusCh1,AvgIntenStatusCh2,AvgIntenStatusCh3,AvgIntenStatusCh4,ConvexHullAreaRatioCh1,ConvexHullAreaRatioStatusCh1,ConvexHullPerimRatioCh1,ConvexHullPerimRatioStatusCh1,DiffIntenDensityCh1,DiffIntenDensityCh3,DiffIntenDensityCh4,DiffIntenDensityStatusCh1,DiffIntenDensityStatusCh3,DiffIntenDensityStatusCh4,EntropyIntenCh1,EntropyIntenCh3,EntropyIntenCh4,EntropyIntenStatusCh1,EntropyIntenStatusCh3,EntropyIntenStatusCh4,EqCircDiamCh1,EqCircDiamStatusCh1,EqEllipseLWRCh1,EqEllipseLWRStatusCh1,EqEllipseOblateVolCh1,EqEllipseOblateVolStatusCh1,EqEllipseProlateVolCh1,EqEllipseProlateVolStatusCh1,EqSphereAreaCh1,EqSphereAreaStatusCh1,EqSphereVolCh1,EqSphereVolStatusCh1,FiberAlign2Ch3,FiberAlign2Ch4,FiberAlign2StatusCh3,FiberAlign2StatusCh4,FiberLengthCh1,FiberLengthStatusCh1,FiberWidthCh1,FiberWidthStatusCh1,IntenCoocASMCh3,IntenCoocASMCh4,IntenCoocASMStatusCh3,IntenCoocASMStatusCh4,IntenCoocContrastCh3,IntenCoocContrastCh4,IntenCoocContrastStatusCh3,IntenCoocContrastStatusCh4,IntenCoocEntropyCh3,IntenCoocEntropyCh4,IntenCoocEntropyStatusCh3,IntenCoocEntropyStatusCh4,IntenCoocMaxCh3,IntenCoocMaxCh4,IntenCoocMaxStatusCh3,IntenCoocMaxStatusCh4,KurtIntenCh1,KurtIntenCh3,KurtIntenCh4,KurtIntenStatusCh1,KurtIntenStatusCh3,KurtIntenStatusCh4,LengthCh1,LengthStatusCh1,MemberAvgAvgIntenStatusCh2,MemberAvgTotalIntenStatusCh2,NeighborAvgDistCh1,NeighborAvgDistStatusCh1,NeighborMinDistCh1,NeighborMinDistStatusCh1,NeighborVarDistCh1,NeighborVarDistStatusCh1,PerimCh1,PerimStatusCh1,ShapeBFRCh1,ShapeBFRStatusCh1,ShapeLWRCh1,ShapeLWRStatusCh1,ShapeP2ACh1,ShapeP2AStatusCh1,SkewIntenCh1,SkewIntenCh3,SkewIntenCh4,SkewIntenStatusCh1,SkewIntenStatusCh3,SkewIntenStatusCh4,SpotFiberCountCh3,SpotFiberCountCh4,SpotFiberCountStatusCh3,SpotFiberCountStatusCh4,TotalIntenCh1,TotalIntenCh2,TotalIntenCh3,TotalIntenCh4,TotalIntenStatusCh1,TotalIntenStatusCh2,TotalIntenStatusCh3,TotalIntenStatusCh4,VarIntenCh1,VarIntenCh3,VarIntenCh4,VarIntenStatusCh1,VarIntenStatusCh3,VarIntenStatusCh4,WidthCh1,WidthStatusCh1,XCentroid,YCentroid
198,208405170,Train,PS,119.0654191613,0,229,0,26.7945205479,86.5616438356,11.8356164384,55.6803652968,0,0,0,0,1.0849673203,0,0.9323387195,0,42.6876574307,12.9244332494,36.1083123426,0,2,0,5.6558716929,3.9736626823,5.1866128939,2,2,0,17.0960697849,0,1.7556096958,0,351.2381718367,0,200.0662064407,0,918.2108843537,0,2616.2995593664,0,0.747118916,0.3478699312,1,0,25.5338916511,0,9.4211519637,0,0.1362780027,0.0819750002,0,0,6.5930964467,4.4874238579,0,0,5.0107755919,5.6280934883,0,0,0.365,0.29,0,0,-0.261092102,0.8376066813,-0.9353738428,0,0,0,25.2582823864,0,0,0,276.7885360807,1,23.3688869072,0,132.4959564581,1,69.9100872295,0,0.5676623546,0,1.5776667682,0,1.6167625109,0,0.5754205606,1.289906711,0.5773401302,0,0,0,2,3,0,0,5868,18957,2592,12194,0,0,0,0,20.1616473724,15.334933735,55.9703780743,0,2,0,16.0098969534,0,84,55
199,208406907,Test,WS,176.5204706678,1,244,0,31.4806866953,251.0472103004,44.652360515,63.2875536481,0,0,0,0,1.081025641,0,0.9525228438,0,46.962529274,40.2412177986,50.2880562061,0,0,0,5.9306108818,4.4516264639,4.8892895693,0,2,0,17.6340547565,0,1.7324216034,0,382.8972324796,0,221.0185048017,0,976.9092970522,0,2871.145339398,0,0.3180481741,0.7190631214,0,1,20.8874760614,0,12.2319864007,0,0.1665633989,0.1319268418,0,0,3.5770353303,5.4887096774,2,0,4.6256186122,5.0621306478,2,0,0.400921659,0.3761904762,1,0,4.174053001,4.7979646192,-0.4587123957,0,0,0,23.6284840336,0,0,0,226.6768802736,0,34.9897296237,0,92.8163471954,0,66.2389249244,0,0.6882433398,1,1.573328768,0,1.3665677202,0,1.7853706577,2.21947117,0.7758424036,1,0,0,0,7,2,0,7335,58494,10404,14746,0,0,0,0,30.8596548348,75.5250815628,69.7684008649,0,0,0,15.0181478371,0,352,67
200,208312500,Test,PS,93.3885759732,0,160,0,53.3986928105,77.1699346405,118.6078431373,66.7581699346,0,0,0,0,1.2837632777,0,0.8205336057,0,61.6007604563,119.288973384,63.5095057034,0,0,0,6.3478550617,6.6513155816,3.4375840359,0,0,2,14.289595653,0,2.124390377,0,225.6190983935,0,106.2041613636,0,641.4897959184,0,1527.7716332021,0,0.0430292599,0.7148100642,2,1,30.1665091846,0,5.7245149822,2,0.0090225422,0.2891591756,0,1,23.9633603239,1.9648351648,1,2,7.0835318246,3.5355368961,0,2,0.0384615385,0.5413533835,2,1,4.8454765158,3.6021556529,4.0335246473,0,0,0,22.7264882544,0,0,0,268.3310859586,0,12.8282965644,2,131.4203139365,1,71.7820483335,0,0.5837030513,0,1.8798658911,0,2.3744088526,0,1.6566552814,1.5055397453,2.1195330844,0,0,1,2,1,0,2,8170,11807,18147,10214,0,0,0,0,40.7583889868,96.323341316,118.3452921957,0,0,0,12.0894199753,0,72,87
201,208332520,Train,PS,1.2937507609,2,393,0,55.16,3.512,133.272,6.3493333333,0,2,0,0,1.6796973518,1,0.8920463326,0,50.3592814371,99.8832335329,11.0898203593,0,0,2,6.6040841141,7.3574432788,2.9602861939,0,1,2,22.3712297693,0,4.2509917108,1,1224.6544955229,0,288.0867757105,0,1572.2789115646,0,5862.3021319974,0,1,0.4745915588,1,0,64.6272979737,1,6.4308077029,0,0.0056394672,0.2312128615,0,1,29.6921156609,4.8974856322,1,0,7.783677766,4.0599501426,1,2,0.025862069,0.4971264368,2,1,-0.1131647221,-0.0269484947,1.7441362037,0,0,0,56.3645168765,1,0,0,231.3182743668,0,36.9281722984,0,111.7633327802,0,142.116211353,0,0.4314804178,2,3.4874104952,1,3.8671701684,1,0.5455217925,0.2737083581,1.5471344263,0,2,0,5,8,1,0,20685,1317,49977,2381,0,2,0,2,30.7800108295,73.8727961837,9.953389685,0,0,2,16.1622834348,0,368,61
202,208335067,Test,WS,121.5082118391,0,258,0,249.028340081,645.044534413,252.8178137652,207.955465587,1,1,1,0,1.0214424951,0,0.977374498,1,100.3318777293,159.9737991266,149.9126637555,1,1,0,7.4299903084,6.2035749933,6.0594620243,1,0,0,18.1561056458,0,1.2952779209,0,361.3669761515,0,278.9879842177,0,1035.6077097506,0,3133.7671643075,0,0.3243957574,0.6430957876,0,0,15.5798361932,0,15.5798361932,1,0.0649371989,0.0578654047,0,0,3.9736842105,4.7138825324,0,0,5.8083222208,5.9203901489,0,0,0.2456140351,0.2304347826,0,0,0.333214998,0.5321623197,0.1569386144,0,0,0,21.5972652187,0,0,0,272.3353872225,1,25.7788651151,0,138.1694273911,1,62.3193447728,0,0.682254466,0,1.2291605885,0,1.1494964112,0,0.4381830998,1.0613371426,1.0946346927,0,0,0,0,4,2,0,61510,159326,62446,51365,1,1,0,0,98.5950455272,263.5821192907,243.6698545506,0,1,1,17.5707433352,0,477,58
203,208341344,Train,WS,164.8316899563,1,245,0,116.7136752137,311.3717948718,237.8717948718,327.7863247863,0,0,1,1,1.0651731161,0,0.9272441075,0,90.6876456876,191.6666666667,250.5151515152,0,1,1,6.0844593213,5.506568682,6.2185276893,0,0,0,17.6718555604,0,1.2595665511,0,328.5911755145,0,260.8763905576,0,981.1020408163,0,2889.6489258833,0,0.5288028852,0.3839254518,0,0,20.4455182903,0,12.5861152,0,0.111035942,0.0452623269,0,0,4.0201812728,8.2705725091,0,0,5.2872835561,6.2056424775,0,0,0.3240740741,0.2018779343,0,0,0.9784008989,1.611024845,-0.3910756167,0,0,0,21.4535393367,0,0,0,180.8891459129,2,34.5374521485,0,75.8431508864,2,66.0632669806,0,0.6563984881,0,1.2317179945,0,1.3496396519,0,1.3075002342,1.4509287574,0.660735584,0,0,0,3,2,0,0,27311,72861,55662,76702,0,0,0,0,138.3107460126,310.5750122986,303.1695903232,1,1,1,17.4175740171,0,193,54
204,208384348,Test,PS,140.2418610267,0,811,1,60.4896640827,145.3333333333,110.015503876,242.2997416021,0,0,0,0,1.4440635712,0,0.8014484511,0,58.2233009709,95.2066574202,163.6449375867,0,0,0,6.8778058118,6.7995849801,7.6006839491,0,0,1,32.1399135927,1,3.0295333753,0,3065.6379392713,1,1011.9175329841,1,3245.1836734694,1,17383.3204763022,1,0.6849838799,0.5101161004,0,0,79.9816687991,1,10.5137487605,0,0.0460365936,0.0194870048,0,0,8.5177595839,10.3524350175,0,0,6.4908330867,7.0819035621,0,1,0.204735376,0.1201657459,0,0,3.1855739422,4.2715930273,-1.0018873584,0,0,0,61.2182608583,1,0,0,175.0002370685,2,36.7003941973,0,75.2666956162,2,180.9908351193,1,0.5080468642,0,2.3468560898,0,3.0999356188,0,1.5109019333,1.7276006053,0.3120312948,0,0,0,5,5,1,0,46819,112488,85152,187540,0,1,1,1,52.6572385992,119.6535687049,194.0805210635,0,0,0,26.085221469,1,304,108
205,208397491,Train,PS,49.3351780364,0,297,0,26.0563380282,3.9049295775,50.7218309859,122.4330985915,0,2,0,0,1.2944038929,0,0.7296890692,2,36.8945233266,50.3346855984,88.0547667343,0,0,0,5.7217592534,6.4442502884,6.5952777391,2,0,0,19.4685404811,0,3.1137419492,0,690.7809770377,0,221.8491411019,0,1190.7392290249,0,3863.6591471242,0,0.9238360936,0.7816604135,1,1,53.6904839995,0,6.0178879432,2,0.0064951603,0.0146778866,0,0,21.6859221224,10.9665251308,1,0,7.555474904,6.9884130472,1,1,0.0162601626,0.1093117409,2,0,0.3653366309,4.7873119804,-0.8781424274,0,0,0,36.4219107262,0,0,0,264.0597014776,0,45.0592517448,1,145.8383562508,1,119.4167438855,0,0.5661142906,0,2.522742355,0,3.5121786393,1,0.7591465092,1.9260643266,0.297358521,0,0,0,2,7,0,0,7400,1109,14405,34771,0,2,0,0,19.2937903781,43.9111228108,91.3870373446,0,0,0,14.4374278467,0,477,245
206,208316733,Train,PS,25.9569525625,2,167,0,68.98125,1.05625,129.0625,43.84375,0,2,0,0,1.0985074627,0,0.9622601335,0,61.4652777778,81.5555555556,31.5208333333,0,0,0,6.4153115322,5.4355495728,4.2234017726,0,0,0,14.6128260942,0,1.1744712683,0,179.4001173694,0,152.7496859326,0,670.8390022676,0,1633.8089462242,0,0.279219847,0.0267944716,0,2,19.0452889027,0,9.218612856,0,0.0816059415,0.1648279962,0,0,3.8960544086,1.9722168628,0,2,5.4616712343,4.4436689488,0,0,0.2739726027,0.4014084507,0,0,3.1188046766,0.0909062057,1.5070938011,0,0,0,18.2891333393,2,0,0,220.3190413613,0,19.8787851684,0,87.4449570217,0,56.5278035174,0,0.5419414495,0,1.0808870359,0,1.4483003708,0,1.6197108249,0.7941672106,1.5264838568,0,0,0,0,2,2,0,11037,169,20650,7015,0,2,0,0,49.9985589636,124.8462898678,62.2156076555,0,0,0,16.9204854271,0,286,45
207,208320986,Test,WS,108.5089507822,0,309,0,85.8949152542,144.813559322,121.7254237288,16.3016949153,0,0,0,0,1.2403225806,0,0.838172607,0,69.4514925373,53.0671641791,14.7947761194,0,0,2,6.9771757226,3.9313901549,3.9965877738,0,2,2,19.8419902772,0,1.990958438,0,584.7707906124,0,293.7132083965,0,1236.8594104308,0,4090.2920660006,0,0.0158472497,0.5692063383,2,0,36.7156538014,0,8.850111821,0,0.3216837066,0.1877550515,1,0,0.5183019367,3.5344318672,2,0,3.2353110917,4.5636404686,2,0,0.5655430712,0.4344569288,1,0,1.8537426733,0.8076631649,0.7431938053,0,0,0,28.8172759372,0,0,0,250.0517485468,0,29.8489204141,0,116.9927390356,0,91.1315312447,0,0.6255026916,0,1.6798661796,0,2.0338778821,0,1.2688659794,1.4193617478,1.3081095234,0,0,0,1,8,0,0,25339,42720,35909,4809,0,0,0,2,56.5244132759,186.9660601786,22.1755820173,0,0,2,17.1545068807,0,130,77
208,208397515,Train,PS,23.1422955416,2,192,0,141.1467391304,161.7717391304,233.027173913,615.4945652174,0,0,1,1,1.3333333333,0,0.9257262889,0,91.4207317073,164.7073170732,395.1341463415,0,1,1,6.8856050105,5.7930029053,7.033117631,0,0,1,15.670510184,0,2.502218498,0,322.9318645334,0,129.0582196533,0,771.4648526077,0,2014.8746382374,0,0.3371727048,0.7268776155,0,1,28.0151016863,0,7.2398087954,0,0.0621613594,0.0130846849,0,0,3.8164509891,10.3779934553,0,0,5.6717831324,6.7769260148,0,0,0.2407407407,0.078313253,0,2,1.7571314872,1.4714372196,-0.1220099178,0,0,0,24.3327170552,0,0,0,214.3370568846,0,22.3603375171,0,102.0050199316,0,70.5098209633,0,0.5894999706,0,1.8097094182,0,1.9505967067,0,1.2065531765,1.3246732014,0.7513213744,0,0,0,0,4,2,0,25971,29766,42877,113251,0,0,0,1,99.6788058576,265.9191286035,458.7097571175,0,1,1,13.4456486832,0,148,106
209,208405346,Test,PS,110.712722767,0,265,0,22.9367588933,194.8418972332,15.6719367589,73.4703557312,0,0,0,0,1.2154696133,0,0.7252774637,2,36.2544642857,21.71875,39.2901785714,0,0,0,5.6152203444,3.6342575653,5.3943090092,2,2,0,18.3753019829,0,1.2222796858,0,363.9046701488,0,297.7261868848,0,1060.7641723356,0,3248.6436665571,0,0.6759523093,0.333055809,0,0,39.6629773476,0,7.1750156449,0,0.1988721622,0.081092937,1,0,5.1635174998,3.3916925775,0,0,4.3885024876,5.3435652141,2,0,0.4414414414,0.2792792793,1,0,0.7090809525,2.9992238403,0.1869195657,0,0,0,21.6874474677,0,0,0,268.1211111442,0,20.1146656259,0,123.7372434101,0,93.675985985,0,0.5972832473,0,1.0593472963,0,2.453781818,0,0.7713155223,1.9262772813,1.2443885588,0,0,0,1,4,0,0,5803,49295,3965,18588,0,0,0,0,16.9890674149,26.1805656696,96.3872096313,0,0,0,20.4724621874,0,464,164
210,208405421,Train,PS,121.3680538161,0,498,0,22.7415966387,161.3760504202,24.3130252101,54.8004201681,0,0,0,0,1.3156046162,0,0.7885719158,2,35.9322617681,21.4270952928,38.6234213548,0,0,0,5.7086984946,4.9592647555,4.3994404364,2,0,0,25.2044776224,0,2.4619141006,0,1332.8105671722,0,541.3716777789,0,1995.746031746,0,8383.6226995146,0,0.435483966,0.3294211425,0,0,56.3316747532,0,9.271136486,0,0.0885904735,0.2270450221,0,1,7.0069391715,2.667795073,0,0,5.7504188231,4.2025281273,0,2,0.291571754,0.4783599089,0,1,0.3209138539,1.0770927618,-0.1182653037,0,0,0,41.9370077582,0,0,0,246.516379714,0,31.7546040014,0,117.3761091783,0,131.2056224786,0,0.5138343276,0,1.8112262825,0,2.623051496,0,0.8678816768,1.2110063814,1.0627130112,0,0,0,5,9,1,0,10825,76815,11573,26085,0,0,0,0,18.2175933288,28.0527099623,72.687312937,0,0,0,23.1539306625,0,400,90
211,208410521,Test,WS,126.4139399417,0,534,0,24.8607843137,152.1784313725,2.9607843137,19.9215686275,0,0,0,0,1.1287593985,0,0.848424206,0,36.2848101266,6.8565400844,18.1793248945,0,2,0,5.7574189669,2.2031820758,4.4930386984,2,2,0,26.0891129226,0,1.958883854,0,1318.5031080146,0,673.0889661172,0,2138.2993197279,0,9297.7220691254,0,0.5296639821,0.4288846822,0,0,45.3199776221,0,12.3043953217,0,0.3256199927,0.1421894015,1,0,3.4912801567,5.6763998932,2,0,3.0772092061,5.0671047696,2,0,0.5638297872,0.3765690377,1,0,0.1602068085,20.343922997,6.3755187363,0,1,1,37.1291689792,0,0,0,269.7647851425,1,29.7609999862,0,132.0095970973,1,115.2487458877,0,0.6679101407,0,1.7224236851,0,1.89543989,0,0.6406462994,4.0744740239,2.2669073395,0,1,1,1,10,0,0,12679,77611,1510,10160,0,0,0,0,18.3219099359,7.3496986314,28.593666608,0,2,0,21.5563506825,0,350,65
212,208322157,Test,PS,163.9718055196,1,1221,1,73.313304721,44.1871244635,4.0360515021,3.0678111588,0,0,0,2,1.1584013392,0,0.815207421,0,64.3997296079,7.9725101397,6.2519152772,0,2,2,7.0247736624,3.2372533553,2.6273047629,1,2,2,39.4309451546,1,2.1138327708,0,4728.7434387354,1,2237.0470853345,1,4884.5464852608,1,32100.3807608784,1,0.5639575915,0.7623627115,0,1,77.9188048586,1,16.0721170625,1,0.1024153996,0.2108402709,0,0,15.5812015359,5.8929808711,1,0,5.4750465158,4.0081024669,0,2,0.3147810219,0.450729927,0,1,4.7153221507,3.9841064579,11.6812281818,0,0,1,61.3236108642,1,0,0,231.9992571777,0,32.6657816068,0,117.0339512763,0,187.9818438423,1,0.612214278,0,1.8853615091,0,2.2454531757,0,1.4608796898,1.8780391638,3.0643419818,0,0,1,2,18,0,1,85410,51478,4702,3574,1,0,0,2,62.5636612691,5.7756693934,6.0754655357,0,2,2,32.5261816194,1,269,85
213,208411508,Test,WS,124.9488306931,0,274,0,537.1526717557,629.8473282443,52.9694656489,384.465648855,1,1,0,1,1.0202205882,0,0.9825150858,1,196.5349794239,36.329218107,238.646090535,1,0,1,7.7480990034,6.4721442831,7.4499787912,1,0,1,18.6992793732,0,1.2541959742,0,388.4688398736,0,309.7353586328,0,1098.4988662132,0,3423.5228650789,0,0.0348417557,0.4134609086,2,0,16.4537122836,0,16.4537122836,1,0.0072238267,0.0108733666,0,0,15.9409802195,11.476358217,1,1,7.4151383912,7.191027109,1,1,0.0247933884,0.0702479339,2,2,-0.9592600134,2.5097516763,-0.7540604502,0,0,0,22.9822213049,0,0,0,281.6088793788,1,43.2067027323,0,127.4594114383,0,65.8148491343,0,0.6220226241,0,1.1963288168,0,1.2090050317,0,-0.0482960227,1.3301487645,0.2292783322,2,0,0,0,3,2,0,140734,165020,13878,100730,1,1,0,1,249.9798457,33.8860774246,249.0454539496,1,0,1,19.2106225158,0,412,94
214,208412467,Test,WS,99.8927993612,0,325,0,48.7041800643,178.1254019293,22.4115755627,129.9549839228,0,0,0,0,1.0420560748,0,0.9552210665,0,48.3678756477,26.9723661485,94.0259067358,0,0,0,6.357934878,4.6155971753,6.9403937679,0,0,1,20.3729734405,0,1.7473436936,0,592.9953698874,0,339.3696226278,0,1303.9433106576,0,4427.5337393146,0,0.649524852,0.1501491429,0,2,22.027948085,0,15.2745814443,1,0.096834493,0.0130750698,0,0,8.2480665951,9.298084497,0,0,5.501857136,7.08469704,0,1,0.3095238095,0.0884353741,0,0,-0.4048235091,0.5053702426,-0.2923453982,0,0,0,26.621827776,0,0,0,261.1005356154,0,22.4538958233,0,135.9120121645,1,74.6050590585,0,0.7757110966,1,1.6864638012,0,1.316378428,0,0.2435086317,1.1499582956,0.764312404,0,0,0,3,4,0,0,15147,55397,6970,40416,0,0,0,0,27.191401171,27.3086042486,111.7432946085,0,0,0,15.7855909848,0,334,56
215,208312443,Train,WS,64.4073100444,0,219,0,96.9425837321,366.0861244019,185.6650717703,480.971291866,0,1,0,1,1.0229885057,0,0.9753982799,1,66.2467532468,112.438961039,303.9506493506,0,0,1,6.8943763426,6.8542310817,7.3111259076,0,0,1,16.7011881071,0,1.0923469856,0,258.2981447671,0,236.4616263715,0,876.283446712,0,2439.1624464411,0,0.1063976147,0.4357370685,2,0,14.3439887744,0,14.3439887744,1,0.0163998474,0.0079690748,0,0,6.930578044,11.5935880829,0,1,6.7482410455,7.2483070769,0,1,0.0932642487,0.03125,0,2,0.1123210184,0.0510668812,-0.9580342388,0,0,0,19.2351853663,0,0,0,226.5241535874,0,58.5006589493,1,114.832215652,0,57.3759550975,0,0.6219516584,0,1.0504243134,2,1.1490788388,0,0.8099706246,0.8822433513,0.2272776675,0,0,0,1,2,0,0,20261,76512,38804,100523,0,0,0,1,70.5169330849,164.4858679089,322.7935912083,0,0,1,18.3118242045,0,460,104
216,208314616,Test,PS,110.3862671772,0,798,1,49.9173228346,32.4763779528,67.2874015748,35.3149606299,0,0,0,0,1.180546726,0,0.8612701073,0,52.314325452,46.8136300417,31.2336578581,0,0,0,6.7085062981,6.953088115,6.2016613268,0,1,0,31.8897937319,1,2.2866752623,0,2601.6942323636,1,1137.7628801498,1,3194.8707482993,1,16980.6281938906,1,0.0102931525,0.1120699476,2,2,58.5499429344,0,14.0802569791,1,0.0091197814,0.004874046,0,0,13.8014551124,23.5231169816,0,1,7.4298752965,7.9909595043,1,1,0.0428176796,0.0182072829,2,2,1.8794928956,5.9366925199,-0.2032607436,0,0,0,51.9915620332,1,0,0,205.1648087366,0,18.1130394895,2,99.0997890149,0,145.2603998271,0,0.6096650436,0,2.0633063939,0,2.0367840042,0,1.1977033112,2.3113968099,0.4876551104,0,0,0,7,22,1,1,38037,24747,51273,26910,0,0,0,0,37.7136919541,73.8299462948,22.9835730865,0,0,2,25.1981781213,0,122,101
217,208319744,Train,WS,47.3106949424,0,212,0,156.0492610837,213.6600985222,1.60591133,38.7487684729,0,0,0,0,1.1258741259,0,0.9446644105,0,67.4371584699,3.7213114754,22.306010929,0,2,0,7.1269900427,0.3479496552,3.8713501133,1,2,2,16.4597124351,0,1.8760023048,0,324.0278141377,0,172.7225032188,0,851.126984127,0,2334.8842340774,0,0.8494228405,0.0416857134,1,2,25.0966381238,0,8.9588048903,0,0.915166174,0.2676699812,1,1,0.0273224044,1.1338797814,2,2,0.3259903734,3.6446459293,2,2,0.956284153,0.5136612022,1,1,-0.7200538891,53.386179441,-0.5179993601,0,1,0,26.0991206205,0,0,0,240.5967143961,0,23.8132020968,0,107.001599568,0,68.1108860283,0,0.5612788849,0,1.7967848843,0,1.6419313512,0,0.3885938268,7.0048854823,0.9544135219,0,1,0,2,4,0,0,31678,43373,326,7866,0,0,0,0,83.3869107456,9.4869557598,50.6028770766,0,2,0,14.5254564689,0,138,59
218,208332456,Train,PS,113.745561278,0,191,0,109.2295081967,1.9781420765,265.3333333333,78.3715846995,0,2,1,0,1.296875,0,0.9128657601,0,76.7791411043,171.3496932515,39.9447852761,0,1,0,6.7676459968,6.9849606779,4.1292567385,0,1,0,15.627869261,0,2.1017823036,0,293.5567362272,0,139.6703815254,0,767.2721088435,0,1998.4713674326,0,0.1815229638,0.0798588248,2,2,28.4911110617,0,7.0636662868,0,0.0121078369,0.2170833527,0,0,7.0374623494,1.3187876506,0,2,6.821786462,3.9598995815,0,2,0.05625,0.4759036145,0,1,4.0181743691,4.3919576932,-0.3524480825,0,0,0,25.6767736401,0,0,0,245.5486304263,0,41.2710813306,0,106.0438742832,0,71.1095546971,0,0.508385581,0,1.7473693325,0,1.9994194911,0,2.0175795274,2.0811715275,1.0136430954,1,0,0,1,6,0,0,19989,362,48556,14342,0,2,0,0,110.1687320059,278.220660418,104.7843669836,1,1,0,14.6945314662,0,125,84
219,208333266,Test,PS,68.5413576107,0,171,0,157.2804878049,257.1097560976,1.0426829268,56.0365853659,0,0,0,0,1.0432276657,0,0.9767523612,1,74.9459459459,2.4054054054,36.6554054054,0,2,0,6.8055439253,0.5625499319,4.4124941534,0,2,0,14.7943588445,0,1.8361653492,0,232.778688079,0,126.7743605859,0,687.6099773243,0,1695.4581249365,0,0.5516332873,0.0984530875,0,2,14.6549994506,0,12.4094348406,0,0.85174879,0.1539021673,1,0,0.0644211007,2.2937200274,2,2,0.5990628202,4.5452970774,2,0,0.924137931,0.3907284768,1,0,0.0804708081,16.8708361773,0.3696187425,0,1,0,20.7257567021,0,0,0,205.9852128259,0,20.270394394,0,103.3950936284,0,54.1288685824,0,0.6516207784,0,1.6282966799,0,1.2820579376,0,0.3765255278,4.2268171518,1.2373266097,0,1,0,3,3,0,0,25794,42166,171,9190,0,0,0,0,76.3721272088,4.2760687008,76.6483807478,0,2,0,12.7284891988,0,358,64
220,208336794,Train,PS,110.443196401,0,210,0,264.9402985075,331.9104477612,52.1592039801,142.9353233831,1,1,0,0,1.0143198091,2,0.9875746677,1,97.7135135135,39.7135135135,96.9459459459,1,0,0,7.1732452234,5.1744113992,7.0655263953,1,0,1,16.3784294078,0,1.1392055705,0,248.7807005957,0,218.3808673647,0,842.7414965986,0,2300.4636851705,0,0.4432159545,0.7413705104,0,1,13.8320840125,0,13.8320840125,0,0.0950874804,0.0078823167,0,0,4.6796984572,12.8599812997,0,1,5.3329434506,7.2564534718,0,1,0.2989130435,0.0268817204,0,2,-0.7715210719,3.8962880731,-0.7468560353,0,0,0,18.5676150984,0,0,0,194.4992354849,0,19.0439579815,0,73.2333712054,2,55.3283360499,0,0.6862160625,0,1.1228939482,0,1.1093291461,0,-0.2986283308,1.6494332087,0.4111941419,2,0,0,1,4,0,0,53253,66714,10484,28730,1,0,0,0,122.983178148,61.5988832308,92.5598948,1,0,0,16.5355019759,0,283,56
221,208340314,Test,PS,137.7858568155,0,172,0,27.6909090909,251.8606060606,26.7454545455,92.5575757576,0,0,0,0,1.0891089109,0,0.9242875247,0,40.590443686,22.0170648464,62.0989761092,0,0,0,5.6825828998,4.4390875569,5.1937480881,2,2,0,14.8393950487,0,1.8839424407,0,237.9475741972,0,126.3029958132,0,691.8027210884,0,1710.9889789992,0,0.5377583162,0.7173569591,0,1,20.8717076449,0,8.8764593789,0,0.1075743302,0.1013993312,0,0,4.9461140621,4.8508293728,0,0,5.2025896051,5.2571467518,0,0,0.3197278912,0.3129251701,0,0,-0.4072815692,-1.0178892273,-1.2918099209,0,0,0,21.7629841753,0,0,0,176.5235979217,2,18.8781148411,0,76.0658309411,2,59.4963340477,0,0.6409894193,0,1.755357094,0,1.5204432798,0,0.4687253486,0.607161283,0.3704832461,0,0,0,2,3,0,0,4569,41557,4413,15272,0,0,0,0,18.3816833014,28.7129269896,88.724179446,0,0,0,12.3980381257,0,300,57
222,208341279,Test,WS,18.5648142319,2,479,0,59.4113785558,213.2669584245,133.0897155361,113.1619256018,0,0,0,0,1.0905240868,0,0.9220856927,0,63.5297549592,125.0023337223,91.9124854142,0,0,0,6.4676284717,6.6292627154,6.2393477045,0,0,0,24.6963245889,0,2.0016584868,0,1130.5527784615,0,564.8080258918,0,1916.0839002268,0,7886.7049899241,0,0.5282798236,0.7590470765,0,1,34.5021186249,0,14.3471134639,1,0.0481269669,0.044980231,0,0,12.6156944444,8.5664787582,0,0,6.5861238781,6.3895221063,0,0,0.2152777778,0.2083333333,0,0,0.426086251,1.2441675056,-0.8468109339,0,0,0,34.6499818813,0,0,0,242.3105309571,0,25.2862299293,0,117.9076115974,0,97.6984641776,0,0.6986331799,1,1.7510586832,0,1.5344499905,0,0.9061393215,1.1304208731,0.5604529956,0,0,0,2,2,0,0,27151,97463,60822,51715,0,1,0,0,53.9677483077,129.5417383433,108.9903938263,0,0,0,19.7880186508,0,55,60
